Type: car
Length, m: 4.40
Width, m: 1.57
Height, m: 1.20
Weight, kg: 1300
Frames: 730-870
X, m; Y, m; V, m/s; A, m/s2; J, m/s3; DirX; DirY; Xpxl, m; Ypxl, m; Dxpxl; Dypxl
1.115;-0.812;8.262;1.212;NoValue;0.11749;0.99307;NoValue;NoValue;NoValue;NoValue
1.153;-0.485;8.302;1.388;NoValue;0.11705;0.99313;1.15166;-0.52743;0.06976;0.99756
1.191;-0.156;8.342;1.586;NoValue;0.11661;0.99318;NoValue;NoValue;NoValue;NoValue
1.229;0.173;8.382;1.800;NoValue;0.11620;0.99323;NoValue;NoValue;NoValue;NoValue
1.267;0.505;8.422;2.030;NoValue;0.11580;0.99327;NoValue;NoValue;NoValue;NoValue
1.305;0.838;8.478;2.277;NoValue;0.11543;0.99332;NoValue;NoValue;NoValue;NoValue
1.344;1.174;8.550;2.519;NoValue;0.11510;0.99335;NoValue;NoValue;NoValue;NoValue
1.383;1.513;8.639;2.755;NoValue;0.11481;0.99339;NoValue;NoValue;NoValue;NoValue
1.422;1.853;8.745;2.986;NoValue;0.11455;0.99342;NoValue;NoValue;NoValue;NoValue
1.461;2.196;8.867;3.212;NoValue;0.11432;0.99344;NoValue;NoValue;NoValue;NoValue
1.500;2.541;9.005;3.439;NoValue;0.11410;0.99347;NoValue;NoValue;NoValue;NoValue
1.540;2.886;9.161;3.669;NoValue;0.11391;0.99349;1.53414;2.85007;0.10453;0.99452
1.579;3.233;9.329;3.901;NoValue;0.11371;0.99351;NoValue;NoValue;NoValue;NoValue
1.619;3.581;9.512;4.061;NoValue;0.11357;0.99353;NoValue;NoValue;NoValue;NoValue
1.659;3.941;9.708;4.149;NoValue;0.11347;0.99354;NoValue;NoValue;NoValue;NoValue
1.700;4.314;9.903;4.165;NoValue;0.11343;0.99355;NoValue;NoValue;NoValue;NoValue
1.741;4.699;10.098;4.114;NoValue;0.11292;0.99360;NoValue;NoValue;NoValue;NoValue
1.783;5.097;10.292;3.994;NoValue;0.11201;0.99371;NoValue;NoValue;NoValue;NoValue
1.826;5.507;10.486;3.806;NoValue;0.11065;0.99386;NoValue;NoValue;NoValue;NoValue
1.869;5.929;10.681;3.550;NoValue;0.10889;0.99405;NoValue;NoValue;NoValue;NoValue
1.912;6.364;10.877;3.233;NoValue;0.10680;0.99428;NoValue;NoValue;NoValue;NoValue
1.956;6.811;11.074;2.854;NoValue;0.10389;0.99459;1.94210;6.39886;0.10453;0.99452
2.001;7.269;11.239;2.414;NoValue;0.10210;0.99477;NoValue;NoValue;NoValue;NoValue
2.045;7.738;11.372;1.975;NoValue;0.10038;0.99495;NoValue;NoValue;NoValue;NoValue
2.089;8.209;11.472;1.537;NoValue;0.09873;0.99511;NoValue;NoValue;NoValue;NoValue
2.133;8.683;11.542;1.100;NoValue;0.09714;0.99527;NoValue;NoValue;NoValue;NoValue
2.176;9.158;11.583;0.659;NoValue;0.09560;0.99542;NoValue;NoValue;NoValue;NoValue
2.219;9.634;11.593;0.211;NoValue;0.09410;0.99556;NoValue;NoValue;NoValue;NoValue
2.261;10.113;11.575;-0.244;NoValue;0.09264;0.99570;NoValue;NoValue;NoValue;NoValue
2.303;10.594;11.528;-0.705;NoValue;0.09118;0.99583;NoValue;NoValue;NoValue;NoValue
2.344;11.076;11.453;-1.098;NoValue;0.08973;0.99597;NoValue;NoValue;NoValue;NoValue
2.384;11.549;11.349;-1.423;NoValue;0.08829;0.99610;2.41678;11.89362;0.06976;0.99756
2.423;12.013;11.246;-1.681;NoValue;0.08686;0.99622;NoValue;NoValue;NoValue;NoValue
2.461;12.466;11.143;-1.884;NoValue;0.08574;0.99632;NoValue;NoValue;NoValue;NoValue
2.497;12.913;11.040;-2.031;NoValue;0.08493;0.99639;NoValue;NoValue;NoValue;NoValue
2.531;13.351;10.934;-2.122;NoValue;0.08440;0.99643;NoValue;NoValue;NoValue;NoValue
2.562;13.782;10.824;-2.159;NoValue;0.08336;0.99652;NoValue;NoValue;NoValue;NoValue
2.592;14.206;10.711;-2.142;NoValue;0.08145;0.99668;NoValue;NoValue;NoValue;NoValue
2.619;14.621;10.595;-2.073;NoValue;0.07864;0.99690;NoValue;NoValue;NoValue;NoValue
2.644;15.030;10.493;-1.951;NoValue;0.07489;0.99719;NoValue;NoValue;NoValue;NoValue
2.666;15.430;10.404;-1.838;NoValue;0.07099;0.99748;NoValue;NoValue;NoValue;NoValue
2.687;15.833;10.328;-1.736;NoValue;0.06899;0.99762;2.73517;15.76215;0.00000;1.00000
2.707;16.237;10.261;-1.642;NoValue;0.06487;0.99789;NoValue;NoValue;NoValue;NoValue
2.726;16.644;10.202;-1.544;NoValue;0.06076;0.99815;NoValue;NoValue;NoValue;NoValue
2.742;17.050;10.150;-1.439;NoValue;0.05672;0.99839;NoValue;NoValue;NoValue;NoValue
2.755;17.456;10.107;-1.330;NoValue;0.05281;0.99860;NoValue;NoValue;NoValue;NoValue
2.766;17.861;10.071;-1.219;NoValue;0.04852;0.99882;NoValue;NoValue;NoValue;NoValue
2.774;18.267;10.043;-1.130;NoValue;0.04392;0.99903;NoValue;NoValue;NoValue;NoValue
2.780;18.671;10.023;-1.065;NoValue;0.03878;0.99925;NoValue;NoValue;NoValue;NoValue
2.783;19.076;9.996;-1.022;NoValue;0.03308;0.99945;NoValue;NoValue;NoValue;NoValue
2.784;19.480;9.963;-0.990;NoValue;0.02682;0.99964;NoValue;NoValue;NoValue;NoValue
2.783;19.882;9.923;-0.968;NoValue;0.02053;0.99979;2.82760;19.96473;0.03490;0.99939
2.782;20.282;9.884;-0.957;NoValue;0.01424;0.99990;NoValue;NoValue;NoValue;NoValue
2.779;20.679;9.845;-0.955;NoValue;0.00860;0.99996;NoValue;NoValue;NoValue;NoValue
2.775;21.074;9.807;-0.963;NoValue;0.00360;0.99999;NoValue;NoValue;NoValue;NoValue
2.771;21.466;9.766;-0.979;NoValue;-0.00077;1.00000;NoValue;NoValue;NoValue;NoValue
2.767;21.856;9.724;-0.994;NoValue;-0.00408;0.99999;NoValue;NoValue;NoValue;NoValue
2.763;22.243;9.680;-1.000;NoValue;-0.00632;0.99998;NoValue;NoValue;NoValue;NoValue
2.758;22.628;9.633;-1.004;NoValue;-0.00815;0.99997;NoValue;NoValue;NoValue;NoValue
2.753;23.011;9.588;-1.005;NoValue;-0.00956;0.99995;NoValue;NoValue;NoValue;NoValue
2.747;23.391;9.543;-1.007;NoValue;-0.01055;0.99994;NoValue;NoValue;NoValue;NoValue
2.743;23.771;9.500;-1.008;NoValue;-0.01155;0.99993;2.71139;23.77702;-0.03490;0.99939
2.739;24.150;9.457;-1.010;NoValue;-0.01256;0.99992;NoValue;NoValue;NoValue;NoValue
2.736;24.530;9.417;-1.005;NoValue;-0.01293;0.99992;NoValue;NoValue;NoValue;NoValue
2.733;24.907;9.377;-0.994;NoValue;-0.01264;0.99992;NoValue;NoValue;NoValue;NoValue
2.731;25.284;9.347;-0.985;NoValue;-0.01169;0.99993;NoValue;NoValue;NoValue;NoValue
2.728;25.658;9.316;-0.972;NoValue;-0.01041;0.99995;NoValue;NoValue;NoValue;NoValue
2.726;26.031;9.280;-0.959;NoValue;-0.00880;0.99996;NoValue;NoValue;NoValue;NoValue
2.725;26.402;9.240;-0.945;NoValue;-0.00751;0.99997;NoValue;NoValue;NoValue;NoValue
2.723;26.771;9.200;-0.979;NoValue;-0.00654;0.99998;NoValue;NoValue;NoValue;NoValue
2.722;27.139;9.160;-0.948;NoValue;-0.00591;0.99998;NoValue;NoValue;NoValue;NoValue
2.720;27.505;9.120;-0.888;NoValue;-0.00526;0.99999;2.74242;27.55919;-0.03490;0.99939
2.718;27.869;9.083;-0.830;NoValue;-0.00462;0.99999;NoValue;NoValue;NoValue;NoValue
2.715;28.232;9.048;-0.786;NoValue;-0.00443;0.99999;NoValue;NoValue;NoValue;NoValue
2.713;28.599;9.010;-0.780;NoValue;-0.00471;0.99999;NoValue;NoValue;NoValue;NoValue
2.710;28.963;8.972;-0.744;NoValue;-0.00547;0.99999;NoValue;NoValue;NoValue;NoValue
2.706;29.321;8.936;-0.699;NoValue;-0.00545;0.99999;NoValue;NoValue;NoValue;NoValue
2.698;29.674;8.901;-0.655;NoValue;-0.00634;0.99998;NoValue;NoValue;NoValue;NoValue
2.691;30.026;8.834;-0.570;NoValue;-0.00809;0.99997;NoValue;NoValue;NoValue;NoValue
2.683;30.379;8.813;-0.440;NoValue;-0.01088;0.99994;NoValue;NoValue;NoValue;NoValue
2.676;30.731;8.813;0.000;NoValue;-0.01252;0.99992;NoValue;NoValue;NoValue;NoValue
2.669;31.083;8.813;0.000;NoValue;-0.01459;0.99989;2.66863;31.08349;-0.03490;0.99939

Type: car
Length, m: 4.20
Width, m: 1.57
Height, m: 1.15
Weight, kg: 1300
Frames: 2500-2570
X, m; Y, m; V, m/s; A, m/s2; J, m/s3; DirX; DirY; Xpxl, m; Ypxl, m; Dxpxl; Dypxl
-8.626;-1.234;12.209;0.000;NoValue;0.99994;-0.01130;-8.62636;-1.23382;1.00000;0.00000
-8.138;-1.239;12.209;-1.674;NoValue;0.99994;-0.01130;NoValue;NoValue;NoValue;NoValue
-7.650;-1.245;12.209;-2.301;NoValue;0.99994;-0.01130;NoValue;NoValue;NoValue;NoValue
-7.161;-1.250;12.008;-2.471;NoValue;0.99994;-0.01130;NoValue;NoValue;NoValue;NoValue
-6.673;-1.256;11.881;-2.369;NoValue;0.99994;-0.01130;NoValue;NoValue;NoValue;NoValue
-6.185;-1.261;11.748;-2.249;NoValue;0.99994;-0.01130;NoValue;NoValue;NoValue;NoValue
-5.716;-1.268;11.614;-2.002;NoValue;0.99994;-0.01130;NoValue;NoValue;NoValue;NoValue
-5.264;-1.275;11.517;-1.607;NoValue;0.99994;-0.01130;NoValue;NoValue;NoValue;NoValue
-4.804;-1.282;11.434;-1.503;NoValue;0.99993;-0.01209;NoValue;NoValue;NoValue;NoValue
-4.350;-1.289;11.356;-1.357;NoValue;0.99991;-0.01366;NoValue;NoValue;NoValue;NoValue
-3.901;-1.297;11.281;-0.835;NoValue;0.99989;-0.01492;-3.74320;-1.28898;1.00000;0.00000
-3.458;-1.304;11.219;-0.394;NoValue;0.99988;-0.01557;NoValue;NoValue;NoValue;NoValue
-3.020;-1.312;11.171;0.096;NoValue;0.99988;-0.01569;NoValue;NoValue;NoValue;NoValue
-2.588;-1.320;11.168;0.589;NoValue;0.99986;-0.01649;NoValue;NoValue;NoValue;NoValue
-2.154;-1.329;11.207;1.016;NoValue;0.99985;-0.01731;NoValue;NoValue;NoValue;NoValue
-1.717;-1.337;11.244;1.416;NoValue;0.99984;-0.01815;NoValue;NoValue;NoValue;NoValue
-1.278;-1.346;11.307;1.808;NoValue;0.99982;-0.01877;NoValue;NoValue;NoValue;NoValue
-0.837;-1.354;11.394;2.192;NoValue;0.99982;-0.01918;NoValue;NoValue;NoValue;NoValue
-0.394;-1.363;11.507;2.545;NoValue;0.99981;-0.01934;NoValue;NoValue;NoValue;NoValue
0.057;-1.372;11.644;2.868;NoValue;0.99981;-0.01951;NoValue;NoValue;NoValue;NoValue
0.516;-1.380;11.806;3.106;NoValue;0.99981;-0.01967;0.29551;-1.38459;1.00000;0.00000
0.983;-1.389;11.967;3.266;NoValue;0.99981;-0.01955;NoValue;NoValue;NoValue;NoValue
1.458;-1.397;12.126;3.419;NoValue;0.99982;-0.01915;NoValue;NoValue;NoValue;NoValue
1.941;-1.405;12.284;3.515;NoValue;0.99983;-0.01849;NoValue;NoValue;NoValue;NoValue
2.433;-1.413;12.441;3.553;NoValue;0.99984;-0.01785;NoValue;NoValue;NoValue;NoValue
2.935;-1.423;12.596;3.533;NoValue;0.99985;-0.01723;NoValue;NoValue;NoValue;NoValue
3.445;-1.432;12.746;3.456;NoValue;0.99985;-0.01709;NoValue;NoValue;NoValue;NoValue
3.965;-1.442;12.891;3.320;NoValue;0.99985;-0.01739;NoValue;NoValue;NoValue;NoValue
4.495;-1.453;13.031;3.190;NoValue;0.99984;-0.01813;NoValue;NoValue;NoValue;NoValue
5.025;-1.464;13.166;3.065;NoValue;0.99982;-0.01883;NoValue;NoValue;NoValue;NoValue
5.557;-1.476;13.296;2.944;NoValue;0.99979;-0.02037;5.51796;-1.45725;1.00000;0.00000
6.091;-1.489;13.416;2.829;NoValue;0.99977;-0.02140;NoValue;NoValue;NoValue;NoValue
6.626;-1.502;13.526;2.719;NoValue;0.99974;-0.02263;NoValue;NoValue;NoValue;NoValue
7.162;-1.517;13.627;2.601;NoValue;0.99972;-0.02385;NoValue;NoValue;NoValue;NoValue
7.703;-1.531;13.718;2.474;NoValue;0.99969;-0.02506;NoValue;NoValue;NoValue;NoValue
8.249;-1.546;13.798;2.341;NoValue;0.99966;-0.02610;NoValue;NoValue;NoValue;NoValue
8.800;-1.562;13.881;2.199;NoValue;0.99964;-0.02697;NoValue;NoValue;NoValue;NoValue
9.356;-1.578;13.965;2.049;NoValue;0.99962;-0.02767;NoValue;NoValue;NoValue;NoValue
9.916;-1.595;14.051;1.909;NoValue;0.99960;-0.02836;NoValue;NoValue;NoValue;NoValue
10.480;-1.611;14.138;1.779;NoValue;0.99958;-0.02903;NoValue;NoValue;NoValue;NoValue
11.048;-1.628;14.227;1.659;NoValue;0.99957;-0.02931;10.95163;-1.63228;1.00000;0.00000
11.619;-1.644;14.306;1.548;NoValue;0.99957;-0.02921;NoValue;NoValue;NoValue;NoValue
12.193;-1.660;14.376;1.448;NoValue;0.99959;-0.02873;NoValue;NoValue;NoValue;NoValue
12.771;-1.675;14.435;1.344;NoValue;0.99960;-0.02826;NoValue;NoValue;NoValue;NoValue
13.351;-1.692;14.485;1.237;NoValue;0.99961;-0.02779;NoValue;NoValue;NoValue;NoValue
13.933;-1.710;14.525;1.126;NoValue;0.99961;-0.02804;NoValue;NoValue;NoValue;NoValue
14.518;-1.729;14.561;1.011;NoValue;0.99958;-0.02898;NoValue;NoValue;NoValue;NoValue
15.105;-1.749;14.594;0.893;NoValue;0.99953;-0.03060;NoValue;NoValue;NoValue;NoValue
15.695;-1.770;14.622;0.785;NoValue;0.99948;-0.03222;NoValue;NoValue;NoValue;NoValue
16.283;-1.792;14.647;0.715;NoValue;0.99943;-0.03382;NoValue;NoValue;NoValue;NoValue
16.871;-1.815;14.667;0.684;NoValue;0.99937;-0.03557;16.90050;-1.78173;1.00000;0.00000
17.457;-1.839;14.687;0.672;NoValue;0.99930;-0.03749;NoValue;NoValue;NoValue;NoValue
18.042;-1.865;14.707;0.679;NoValue;0.99922;-0.03957;NoValue;NoValue;NoValue;NoValue
18.626;-1.892;14.726;0.690;NoValue;0.99913;-0.04167;NoValue;NoValue;NoValue;NoValue
19.212;-1.919;14.745;0.704;NoValue;0.99904;-0.04377;NoValue;NoValue;NoValue;NoValue
19.798;-1.947;14.763;0.721;NoValue;0.99897;-0.04535;NoValue;NoValue;NoValue;NoValue
20.385;-1.975;14.778;0.760;NoValue;0.99892;-0.04640;NoValue;NoValue;NoValue;NoValue
20.974;-2.003;14.805;0.806;NoValue;0.99890;-0.04693;NoValue;NoValue;NoValue;NoValue
21.564;-2.031;14.846;0.850;NoValue;0.99887;-0.04745;NoValue;NoValue;NoValue;NoValue
22.155;-2.059;14.888;0.921;NoValue;0.99885;-0.04797;NoValue;NoValue;NoValue;NoValue
22.749;-2.086;14.933;0.933;NoValue;0.99886;-0.04779;22.68904;-2.10943;0.99756;-0.06976
23.345;-2.112;14.975;0.901;NoValue;0.99890;-0.04691;NoValue;NoValue;NoValue;NoValue
23.943;-2.138;15.016;0.871;NoValue;0.99897;-0.04535;NoValue;NoValue;NoValue;NoValue
24.544;-2.162;15.055;0.847;NoValue;0.99904;-0.04380;NoValue;NoValue;NoValue;NoValue
25.141;-2.188;15.103;0.846;NoValue;0.99911;-0.04226;NoValue;NoValue;NoValue;NoValue
25.744;-2.211;15.151;0.802;NoValue;0.99912;-0.04202;NoValue;NoValue;NoValue;NoValue
26.356;-2.231;15.198;0.750;NoValue;0.99917;-0.04073;NoValue;NoValue;NoValue;NoValue
26.967;-2.252;15.260;0.654;NoValue;0.99927;-0.03820;NoValue;NoValue;NoValue;NoValue
27.578;-2.272;15.286;0.441;NoValue;0.99939;-0.03494;NoValue;NoValue;NoValue;NoValue
28.189;-2.292;15.286;0.000;NoValue;0.99945;-0.03324;NoValue;NoValue;NoValue;NoValue
28.800;-2.313;15.286;0.000;NoValue;0.99945;-0.03324;28.79994;-2.31266;0.99756;-0.06976

